VariableName,DisplayName,DeviceName,Raster,DefaultBackColor,DefaultForeColor,HighThreshBackColor,LowThreshBackColor,HighThreshForeColor,LowThreshForeColor,HighThresh,LowThresh,EqualTo,Row,Col,CheckForDataChange,DisplayWindowName,DisplayWindowSize,AssociatedControlName,LocationOnForm,GridSize,AlsoAssociatedWith,DisplayFormat
VaTSTR_l_RltvLonPos_2Lt[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Lt[x]_[6],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Lt[x]_[7],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Lt[x]_[8],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Lt[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[1],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[2],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[3],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[4],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[6],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[7],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[8],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_2Rt[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[1],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[2],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[3],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[4],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_AH[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[1],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[2],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[3],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[4],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[6],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[7],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[8],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_H[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[1],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[2],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[3],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[4],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[6],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[7],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[8],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Lt[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[1],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[2],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[3],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[4],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[5],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[6],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[7],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[8],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPos_Rt[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_l_RltvLonPstn[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_CIP2_TTC[x]_[0],,ACP3_MCU,25ms_c4,,,,,,,,,,,,,,,,,,,
VaTSTR_t_CIP2_TTC[x]_[1],,ACP3_MCU,25ms_c4,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToMSD[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_HostTravTmToTrgt[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[20],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistence[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[20],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_SnsrPersistencePrev[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[0],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[10],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[11],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[12],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[13],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[14],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[15],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[16],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[17],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[18],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[19],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[6],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[7],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[8],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TmToXPath[x]_[9],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[0],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[1],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[2],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[3],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[4],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[5],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[6],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[7],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[8],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Lt[x]_[9],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[0],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[1],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[2],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[3],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[4],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[5],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[6],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[7],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[8],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_2Rt[x]_[9],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[0],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[1],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[2],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[3],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[4],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_AH[x]_[5],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[0],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[1],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[2],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[3],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[4],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[5],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[6],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[7],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[8],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_H[x]_[9],,ACP3_MCU,10ms_c1,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[0],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[1],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[2],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[3],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[4],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[5],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[6],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[7],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[8],,ACP3_MCU,10ms_c2,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Lt[x]_[9],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[0],,ACP3_MCU,10ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[1],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[2],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[3],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[4],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
VaTSTR_t_TTC_Rt[x]_[5],,ACP3_MCU,25ms_c3,,,,,,,,,,,,,,,,,,,
