Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,Microsoft.Extensions.DependencyInjection.Abstractions 11.0.0-preview.4.26230.115,,,,,"Microsoft.Extensions.DependencyInjection.Abstractions, 11.0.0-preview.4.26230.115  Recommendation:  Remove Microsoft.Extensions.DependencyInjection.Abstractions, and replace with new package Microsoft.Extensions.DependencyInjection.Abstractions 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,Microsoft.Extensions.Logging.Abstractions 11.0.0-preview.4.26230.115,,,,,"Microsoft.Extensions.Logging.Abstractions, 11.0.0-preview.4.26230.115  Recommendation:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,Microsoft.NETCore.Platforms 8.0.0-preview.7.23375.6,,,,,"Microsoft.NETCore.Platforms, 8.0.0-preview.7.23375.6  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,Newtonsoft.Json 13.0.5-beta1,,,,,"Newtonsoft.Json, 13.0.5-beta1  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Buffers 4.6.1,,,,,"System.Buffers, 4.6.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Diagnostics.DiagnosticSource 11.0.0-preview.4.26230.115,,,,,"System.Diagnostics.DiagnosticSource, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.Diagnostics.DiagnosticSource, and replace with new package System.Diagnostics.DiagnosticSource 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.IO.Compression 4.3.0,,,,,"System.IO.Compression, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.IO.Compression.ZipFile 4.3.0,,,,,"System.IO.Compression.ZipFile, 4.3.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.IO.Pipelines 11.0.0-preview.4.26230.115,,,,,"System.IO.Pipelines, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.IO.Pipelines, and replace with new package System.IO.Pipelines 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Memory 4.6.3,,,,,"System.Memory, 4.6.3  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Memory.Data 11.0.0-preview.4.26230.115,,,,,"System.Memory.Data, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.Memory.Data, and replace with new package System.Memory.Data 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Numerics.Vectors 4.6.1,,,,,"System.Numerics.Vectors, 4.6.1  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Security.Principal.Windows 5.0.0,,,,,"System.Security.Principal.Windows, 5.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Text.Encoding.CodePages 11.0.0-preview.4.26230.115,,,,,"System.Text.Encoding.CodePages, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.Text.Encoding.CodePages, and replace with new package System.Text.Encoding.CodePages 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Text.Encodings.Web 11.0.0-preview.4.26230.115,,,,,"System.Text.Encodings.Web, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.Text.Encodings.Web, and replace with new package System.Text.Encodings.Web 10.0.9"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Text.Json 11.0.0-preview.4.26230.115,,,,,"System.Text.Json, 11.0.0-preview.4.26230.115  Recommendation:  Remove System.Text.Json, and replace with new package System.Text.Json 10.0.9"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.Threading.Tasks.Extensions 4.6.3,,,,,"System.Threading.Tasks.Extensions, 4.6.3  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,System.ValueTuple 4.6.2,,,,,"System.ValueTuple, 4.6.2  Recommendation:  Package functionality included with new framework reference"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,CLEVIR_INCA_7_5.vbproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0-windows"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,316,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""YellowRightArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,315,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property YellowRightArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,306,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""YellowLeftArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,305,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property YellowLeftArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,296,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""RedRightArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,295,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property RedRightArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,286,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""RedLeftArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,285,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property RedLeftArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,276,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""red_vehicle_ahead"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,275,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property red_vehicle_ahead As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,266,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Red_Ped"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,265,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property Red_Ped As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,256,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_skip_forward_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,255,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_skip_forward_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,246,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_skip_backward_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,245,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_skip_backward_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,236,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_seek_forward_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,235,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_seek_forward_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,226,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_seek_backward_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,225,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_seek_backward_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,216,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_playback_stop_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,215,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_playback_stop_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,206,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_playback_start_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,205,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_playback_start_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,196,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_playback_pause_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,195,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_playback_pause_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,186,12,T:System.Drawing.Icon,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""Oxygen_Icons_org_Oxygen_Actions_media_eject_1_"", resourceCulture)                  Return CType(obj,System.Drawing.Icon)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,185,8,T:System.Drawing.Icon,,,,,Friend ReadOnly Property Oxygen_Icons_org_Oxygen_Actions_media_eject_1_ As System.Drawing.Icon
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,176,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""orange_vehicle_ahead"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,175,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property orange_vehicle_ahead As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,166,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""orange_ped"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,165,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property orange_ped As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,156,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""mic_50_Red"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,155,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property mic_50_Red As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,146,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""mic_50_Green"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,145,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property mic_50_Green As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,136,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""GreenRightArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,135,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property GreenRightArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,126,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""GreenLeftArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,125,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property GreenLeftArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,116,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""green_vehicle_ahead"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,115,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property green_vehicle_ahead As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,106,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""GrayRightArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,105,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property GrayRightArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,96,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""GrayLeftArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,95,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property GrayLeftArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,86,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""cropped_image_60"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,85,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property cropped_image_60 As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,76,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""BlueRightArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,75,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property BlueRightArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,66,12,T:System.Drawing.Bitmap,,,,,"Get                  Dim obj As Object = ResourceManager.GetObject(""BlueLeftArrow"", resourceCulture)                  Return CType(obj,System.Drawing.Bitmap)              End Get"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Resources.Designer.vb,65,8,T:System.Drawing.Bitmap,,,,,Friend ReadOnly Property BlueLeftArrow As System.Drawing.Bitmap
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,61,16,P:System.Configuration.ApplicationSettingsBase.Item(System.String),,,,,"Return CType(Me(""Setting""),String)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,46,28,T:Microsoft.VisualBasic.ApplicationServices.ShutdownEventHandler,,,,,"AddHandler My.Application.Shutdown, AddressOf AutoSaveSettings"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,46,28,T:Microsoft.VisualBasic.ApplicationServices.ShutdownEventHandler,,,,,"AddHandler My.Application.Shutdown, AddressOf AutoSaveSettings"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,46,28,E:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.Shutdown,,,,,"AddHandler My.Application.Shutdown, AddressOf AutoSaveSettings"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,33,12,M:System.Configuration.ApplicationSettingsBase.Save,,,,,My.Settings.Save()
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Settings.Designer.vb,32,8,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.SaveMySettingsOnExit,,,,,If My.Application.SaveMySettingsOnExit Then
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,40,12,M:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.OnInitialize(System.Collections.ObjectModel.ReadOnlyCollection{System.String}),,,,,Return MyBase.OnInitialize(commandLineArgs)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,39,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.MinimumSplashScreenDisplayTime,,,,,Me.MinimumSplashScreenDisplayTime = 0
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,34,12,T:System.Windows.Forms.Form,,,,,Me.MainForm = Global.CLEVIR_INCA_7_5.InitForm
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,34,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.MainForm,,,,,Me.MainForm = Global.CLEVIR_INCA_7_5.InitForm
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,29,12,T:Microsoft.VisualBasic.ApplicationServices.ShutdownMode,,,,,Me.ShutDownStyle = Global.Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,29,12,T:Microsoft.VisualBasic.ApplicationServices.ShutdownMode,,,,,Me.ShutDownStyle = Global.Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,29,12,F:Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses,,,,,Me.ShutDownStyle = Global.Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,29,12,T:Microsoft.VisualBasic.ApplicationServices.ShutdownMode,,,,,Me.ShutDownStyle = Global.Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,29,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.ShutdownStyle,,,,,Me.ShutDownStyle = Global.Microsoft.VisualBasic.ApplicationServices.ShutdownMode.AfterMainFormCloses
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,28,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.SaveMySettingsOnExit,,,,,Me.SaveMySettingsOnExit = true
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,27,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.EnableVisualStyles,,,,,Me.EnableVisualStyles = true
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,26,12,P:Microsoft.VisualBasic.ApplicationServices.WindowsFormsApplicationBase.IsSingleInstance,,,,,Me.IsSingleInstance = false
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,25,12,T:Microsoft.VisualBasic.ApplicationServices.AuthenticationMode,,,,,MyBase.New(Global.Microsoft.VisualBasic.ApplicationServices.AuthenticationMode.Windows)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,CLEVIR_INCA_7_5.vbproj,File,My Project\Application.Designer.vb,25,12,T:Microsoft.VisualBasic.ApplicationServices.AuthenticationMode,,,,,MyBase.New(Global.Microsoft.VisualBasic.ApplicationServices.AuthenticationMode.Windows)
